CLIENT ID,NB PRODS,ORDER ID,FRUIT_PRODUCT
18109339,20,668942206,Pomegranate
18109339,5,668942206,Lemon
18109866,10,671891983,Orange
18110402,5,677683048,Apple
18110402,15,677683048,Banana
18110402,15,677683048,Lemon
18110402,5,677683048,Grape
18110412,4,676678854,Lime
18110412,3,676678854,Nectarine
18110412,3,676678854,Nuwe Fruit
18110412,2,676678854,Lemon
18111187,12,674563109,Nectarine
18111187,8,674563109,Nuwe Fruit
18111190,4,668396546,Mango
18111190,3,677110552,Mango
18111190,3,668396546,Banana
18111190,3,677110552,Banana
18111190,4,677110552,Kiwi
18111190,3,668396546,Kiwi
18111190,3,677110552,Pomegranate
18111190,4,668396546,Pomegranate
18111190,3,668396546,Pear
18111190,3,677110552,Lemon
18111190,3,668396546,Lemon
18111190,4,677110552,Pear
18111720,2,671526640,Apple
18111720,10,671526640,Orange
18111720,3,671526640,Grape
18112221,1,676411715,Lime
18112221,2,676411715,Banana
18112221,2,676411715,Orange
18112221,1,676411715,Jackfruit
18112221,2,676411715,Pomegranate
18113274,1,672425309,Plum
18113274,1,672425309,Blueberry
18113274,1,672425309,Apple
18113274,5,672425309,Banana
18113274,5,672425309,Orange
18113274,5,672425309,Kiwi
18113274,5,672425309,Pear
18113274,1,672425309,Grape
18114074,10,668937564,Orange
18114074,5,668937564,Lemon
18114074,20,668937564,Nuwe Fruit
18114341,4,675230633,Blueberry
18114341,4,675230633,Watermelon
18114341,10,675230633,Coconut
18114341,14,675230633,Banana
18114341,4,675230633,Nectarine
18114341,4,675230633,Lemon
18114577,10,668933746,Orange
18114577,10,668933746,Pineapple
18115696,1,667491421,Melon
18115696,5,667491421,Banana
18115696,5,667491421,Cheery
18115855,5,676134225,Lime
18115855,3,667504655,Lime
18115855,5,675226512,Lime
18115855,-5,675226512,Lime
18115855,3,671906578,Lime
18115855,2,671906578,Jackfruit
18115855,1,667504655,Jackfruit
18115855,1,667504655,Lemon
18115855,1,673138895,Nectarine
18115855,1,673138895,Pear
18116016,20,674346942,Banana
18116678,1,671907653,Plum
18116678,2,671907653,Melon
18116678,2,671907653,Orange
18116678,2,671907653,Lemon
18116678,1,671907653,Kiwi
18116678,2,671907653,Nuwe Fruit
18117343,1,675886246,Plum
18117343,1,675886246,Mango
18117343,4,675886246,Melon
18117343,20,668388496,Cheery
18117343,1,675886246,Pomegranate
18117343,2,675886246,Grape
18119079,30,675228144,Orange
18119079,5,670778234,Orange
18119079,10,675228144,Nuwe Fruit
18119079,5,670778234,Apricot
18121502,8,672662260,Banana
18121502,4,672662260,Orange
18121502,5,672662260,Kiwi
18121502,3,672662260,Kiwi
18121502,5,672662260,Cheery
18121719,3,669471345,Papaya
18122514,1,671905181,Apple
18122514,1,677414840,Apple
18122514,1,677414840,Blueberry
18122514,1,677414840,Melon
18122514,1,671905181,Melon
18122514,1,677414840,Nectarine
18122514,1,671905181,Nectarine
18122514,1,671905181,Nuwe Fruit
18122514,1,677414840,Grape
18122514,1,671905181,Grape
18122931,5,672907483,Kiwi
18122931,5,672907483,Lemon
18122931,5,672907483,Cheery
18122931,5,672907483,Kiwi
18124894,2,677106928,Melon
18124894,1,677106928,Plum
18124894,2,677106928,Apple
18124894,2,677106928,Mango
18124894,2,677106928,Blueberry
18124894,1,677106928,Orange
18124894,1,677106928,Pomegranate
18124894,2,677106928,Cheery
18124894,5,677106928,Nectarine
18124894,2,677106928,Pear
18124894,1,677106928,Nuwe Fruit
18124894,2,677106928,Grape
18124894,2,677106928,Devil Fruit
18125270,7,670185193,Papaya
18125270,5,670185193,Kiwi
18125270,6,670185193,Banana
18125270,10,670185193,Lemon
18125270,5,670185193,Cheery
18125270,7,670185193,Pomegranate
18126246,1,670774971,Apple
18126246,16,670774971,Nuwe Fruit
18126246,8,670774971,Strawberry
18126293,8,671895966,Melon
18126293,2,671895966,Mango
18126293,3,671895966,Kiwi
18126293,4,671895966,Orange
18126293,3,671895966,Lemon
18126293,4,671898162,Nectarine
18126293,1,671898162,Grape
18126679,10,673836556,Kiwi
18126679,20,673836556,Lemon
18126679,2,673836556,Pear
18126679,8,673836556,Lemon
18126859,20,671031613,Nectarine
18127026,4,668694069,Nectarine
18127335,4,676136679,Blueberry
18127335,4,667497255,Lime
18127335,1,667497255,Apple
18127335,6,676136679,Lime
18127335,8,667497255,Orange
18127335,10,676136679,Orange
18127335,8,667497255,Pear
18127335,10,676136679,Pear
18127335,3,667497255,Devil Fruit
18127432,3,671906957,Cheery
18127432,3,671906957,Pear
18128464,8,668935480,Papaya
18128464,2,668935480,Grape
18130182,5,671894587,Banana
18130182,5,674347590,Banana
18130182,3,674347590,Devil Fruit
18130182,5,671894587,Devil Fruit
18130522,3,668936550,Apple
18130522,2,668936550,Orange
18130522,1,668936550,Apricot
18130522,2,668936550,Nectarine
18130522,2,668936550,Grape
18130651,5,674348755,Plum
18130651,5,674348755,Banana
18130651,5,674348755,Pineapple
18130806,4,668931745,Apple
18130806,5,673538134,Plum
18130806,5,673538134,Lemon
18130806,4,668931745,Grape
18132051,1,676141083,Banana
18132051,3,676141083,Pear
18132051,1,676141083,Strawberry
18133089,2,674806025,Kiwi
18133089,5,674806025,Nuwe Fruit
18133089,2,674806025,Lemon
18133089,8,674806025,Cheery
18133089,3,674806025,Nectarine
18134216,1,673541374,Plum
18134216,1,673541374,Mango
18134216,1,673541374,Pomegranate
18134216,2,673541374,Apricot
18136797,4,667272327,Pear
18136797,4,667272327,Orange
18136797,2,667272327,Orange
18136797,2,667272327,Kiwi
18136797,2,667272327,Pomegranate
18136797,2,667272327,Lemon
18136797,4,667272327,Apricot
18137207,4,676680331,Kiwi
18137412,4,667993369,Cheery
18137412,4,667993369,Nuwe Fruit
18137412,5,673148387,Cheery
18137412,5,673148387,Nuwe Fruit
18137443,10,677670081,Papaya
18137443,10,677670081,Apricot
18138202,8,676671418,Mango
18138202,2,676671418,Jackfruit
18138202,5,676671418,Pear
18138361,10,673546785,Orange
18138361,5,673546785,Banana
18138361,5,673546785,Strawberry
18138361,5,673546785,Lemon
18138361,5,673546785,Pomegranate
18138782,10,674337852,Banana
18138782,9,674337852,Pear
18138782,1,674337852,Strawberry
18138858,4,668930256,Nectarine
18138858,4,675517203,Kiwi
18138858,4,668930256,Kiwi
18138858,4,675517203,Nectarine
18138858,5,675517203,Cheery
18138858,5,668930256,Cheery
18138858,2,675517203,Kiwi
18138858,2,668930256,Kiwi
18138927,40,673558131,Blueberry
18138927,60,673558131,Lemon
18138927,20,673558131,Cheery
18138968,1,675881310,Coconut
18138968,1,675881310,Apple
18138968,2,675881310,Orange
18138968,1,675881310,Banana
18138968,2,675881310,Orange
18138968,4,675881310,Nectarine
18138968,4,675881310,Watermelon
18138968,2,675881310,Kiwi
18138968,1,675881310,Lemon
18138968,2,675881310,Apricot
18138968,1,675881310,Kiwi
18138968,2,675881310,Nuwe Fruit
18138968,2,675881310,Pear
18139675,1,670200091,Apple
18139675,3,670200091,Coconut
18139675,3,670200091,Jackfruit
18139675,5,670200091,Cheery
18139675,1,670200091,Kiwi
18139675,2,670200091,Devil Fruit
18139693,10,672181727,Coconut
18139693,10,672181727,Cheery
18141733,2,667739767,Nectarine
18141733,2,667739767,Cheery
18141733,1,667739767,Lemon
18141733,1,667739767,Strawberry
18141784,1,667260134,Apple
18141784,10,670200775,Banana
18141784,6,670200775,Orange
18141784,2,670200775,Pear
18141784,2,670200775,Lemon
18142384,5,676405632,Strawberry
18143268,5,667263349,Coconut
18143268,5,667263349,Cheery
18143415,8,671895295,Orange
18143415,10,671895295,Cheery
18143415,2,671895295,Grape
18143916,8,677681308,Orange
18143916,7,677681308,Banana
18143916,7,677681308,Pear
18143916,8,677681308,Cheery
18144844,30,667501834,Kiwi
18144844,20,667501834,Pineapple
18145262,3,667743772,Blueberry
18145262,2,667743772,Papaya
18145262,2,667743772,Banana
18145262,3,667743772,Lemon
18145262,2,667743772,Pear
18145262,3,667743772,Cheery
18145262,2,667743772,Pomegranate
18145262,3,667743772,Devil Fruit
18145393,2,668406919,Kiwi
18146893,2,672186903,Lime
18146999,1,669480518,Apple
18146999,6,669480518,Nuwe Fruit
18146999,1,669480518,Grape
18146999,2,669480518,Nectarine
18147277,1,670497481,Blueberry
18147277,5,670497481,Cheery
18147277,4,670497481,Pear
18147277,5,670497481,Nectarine
18147303,2,676407778,Lime
18148108,20,669477838,Lemon
18148108,40,677098900,Lemon
18148108,2,677682784,Lemon
18148282,5,675882819,Lime
18148282,5,675882819,Orange
18148615,40,677672814,Coconut
18148615,40,677672814,Cheery
18148615,20,677672814,Lemon
18148769,5,677102891,Mango
18148769,15,677102891,Plum
18148769,10,677102891,Kiwi
18148769,5,677102891,Grape
18148769,5,677102891,Strawberry
18148878,7,667271287,Kiwi
18148878,8,667271287,Orange
18148878,8,667271287,Orange
18148878,7,667271287,Cheery
18148878,10,667271287,Nuwe Fruit
18149523,4,671905876,Cheery
18149523,6,671905876,Orange
18149652,10,675233534,Kiwi
18149652,5,674082073,Banana
18149652,10,677930164,Orange
18149652,10,677930164,Cheery
18149652,5,674082073,Orange
18149652,10,675233534,Banana
18149652,10,675233534,Lemon
18149652,10,675233534,Cheery
18149652,5,674082073,Cheery
18149652,10,675233534,Orange
18149918,14,668684083,Lemon
18149918,15,668684083,Apricot
18149918,1,668684083,Lemon
18150263,1,676676434,Coconut
18150263,1,676676434,Lime
18150263,1,676676434,Orange
18150263,3,676676434,Watermelon
18150263,2,676676434,Banana
18150263,2,676676434,Cheery
18150263,2,676676434,Lemon
18150263,1,676676434,Kiwi
18150263,2,676676434,Pineapple
18150283,20,667504459,Coconut
18150283,20,667504459,Kiwi
18150347,20,671901666,Kiwi
18150708,5,667271106,Kiwi
18150708,30,667271106,Nuwe Fruit
18151876,5,667271754,Coconut
18151876,30,667271754,Banana
18151876,1,667271754,Lemon
18151876,4,667271754,Cheery
18151903,7,672902910,Nectarine
18151919,5,673834645,Mango
18151919,4,667139610,Papaya
18151919,4,667139610,Mango
18151919,5,673834645,Papaya
18151919,5,673834645,Pomegranate
18151919,4,667139610,Pomegranate
18151919,4,667139610,Apricot
18151919,5,673834645,Apricot
18152051,1,673552105,Lime
18152051,1,673552105,Banana
18152051,2,673552105,Nuwe Fruit
18152051,1,673552105,Strawberry
18153847,3,669471899,Coconut
18153847,3,669471899,Melon
18153847,2,669471899,Apple
18153847,6,669471899,Apple
18153847,3,669471899,Devil Fruit
18153847,2,669471899,Grape
18153954,8,673553856,Banana
18153954,5,673553856,Kiwi
18153954,2,673553856,Watermelon
18153954,5,673553856,Orange
18153954,5,673553856,Pear
18155074,2,667140835,Apple
18155074,2,667140835,Blueberry
18155074,21,667140835,Cheery
18155379,3,675223419,Cheery
18155379,70,675223419,Lemon
18155379,2,675223419,Lemon
18155803,6,670199112,Cheery
18155950,1,677097201,Lemon
18155950,1,677097201,Cheery
18156175,10,677937904,Cheery
18156175,15,677937904,Kiwi
18156175,10,677937904,Strawberry
18156568,10,668401280,Pear
18156568,10,668401280,Cheery
18156790,1,676671665,Blueberry
18156790,5,676671665,Coconut
18156790,2,676671665,Melon
18156790,2,676671665,Cheery
18156790,3,676671665,Nectarine
18156790,2,676671665,Devil Fruit
18159194,10,671892836,Coconut
18159194,10,671892836,Orange
18160372,20,667984171,Nuwe Fruit
18161265,5,667744231,Coconut
18161265,5,667744231,Banana
18161265,3,667744231,Orange
18161265,2,667744231,Lemon
18161265,5,667744231,Lemon
18162252,10,677104176,Nectarine
18162513,5,669747647,Orange
18162513,5,669747647,Lemon
18162513,2,669747647,Grape
18163159,3,673552750,Coconut
18163159,2,673552750,Apple
18163159,3,673552750,Kiwi
18163159,4,673552750,Banana
18163159,3,673552750,Lemon
18163159,3,673552750,Pear
18163159,2,673552750,Grape
18163189,20,676410291,Coconut
18163189,10,667136397,Coconut
18163189,5,676410291,Lime
18163189,5,676410291,Pear
18163860,5,675524619,Nectarine
18163860,10,669195380,Nuwe Fruit
18163860,5,675524619,Nuwe Fruit
18166770,2,673149029,Cheery
18166770,10,676413501,Cheery
18168817,20,669475304,Coconut
18168817,15,669475304,Cheery
18168817,3,669475304,Nuwe Fruit
18168817,2,669475304,Devil Fruit
18169133,2,672896692,Melon
18169133,1,670187713,Melon
18169133,1,670187713,Orange
18169133,2,670187713,Kiwi
18169133,1,670187713,Devil Fruit
18169133,2,672896692,Devil Fruit
18169148,5,677936729,Coconut
18169148,5,677936729,Pear
18169148,5,677936729,Orange
18169148,4,677936729,Cheery
18169148,1,677936729,Grape
18170167,20,671274712,Lemon
18170366,12,675520779,Pear
18170366,5,675520779,Nuwe Fruit
18170366,3,675520779,Devil Fruit
18170657,3,666927589,Plum
18170657,1,672179934,Plum
18170657,3,670775590,Plum
18170657,5,670775590,Orange
18170657,3,670775590,Jackfruit
18170657,3,666927589,Orange
18170657,1,672179934,Orange
18171428,1,677105424,Melon
18171428,1,677105424,Papaya
18171428,1,677105424,Mango
18171428,1,677105424,Plum
18171428,2,677105424,Blueberry
18171428,1,677105424,Orange
18171428,2,677105424,Kiwi
18171428,2,677105424,Cheery
18171428,1,677105424,Nectarine
18171428,2,677105424,Lemon
18171428,1,677105424,Apricot
18171428,1,677105424,Kiwi
18171428,1,677105424,Lemon
18171428,1,677105424,Nuwe Fruit
18171428,1,677105424,Pineapple
18171428,1,677105424,Strawberry
18171696,2,670183723,Mango
18171696,2,670183723,Papaya
18171696,2,670183723,Kiwi
18171696,2,670183723,Pomegranate
18171696,2,670183723,Lemon
18171730,3,674092335,Apple
18171730,5,674092335,Cheery
18171730,2,674092335,Grape
18171730,5,674092335,Apricot
18172383,14,667741182,Lemon
18172383,11,667741182,Devil Fruit
18172558,2,677680230,Apple
18172558,10,677680230,Kiwi
18172558,5,677680230,Nectarine
18172558,5,677680230,Cheery
18172805,3,668404488,Lime
18172805,8,668404488,Orange
18172805,9,668404488,Pear
18173396,15,673149869,Lemon
18173396,5,673149869,Lemon
18174980,20,677107333,Cheery
18175120,4,672430161,Blueberry
18175120,4,672430161,Coconut
18175120,3,672430161,Melon
18175120,6,672430161,Nectarine
18175120,4,672430161,Pear
18175120,4,672430161,Kiwi
18175120,6,672430161,Nuwe Fruit
18175120,4,672430161,Devil Fruit
18175350,20,670186743,Kiwi
18176650,15,668941225,Cheery
18179271,7,667749440,Pear
18179271,7,667749440,Lemon
18179271,6,667749440,Lemon
18179271,13,673542304,Pear
18179271,4,673542304,Lemon
18179271,3,673542304,Lemon
18179502,2,672903160,Lime
18179502,2,672903160,Devil Fruit
18179502,4,672903160,Nectarine
18179502,2,672903160,Kiwi
18181796,1,673841242,Apple
18181796,5,673841242,Kiwi
18181796,4,673841242,Nuwe Fruit
18181870,5,671019854,Papaya
18181870,10,671019854,Strawberry
18181958,6,677416960,Coconut
18181958,6,677416960,Kiwi
18181958,3,677416960,Kiwi
18181958,4,677416960,Pear
18181958,6,677416960,Nuwe Fruit
18182317,10,669482979,Pear
18182317,10,669482979,Nectarine
18182317,10,672425052,Nectarine
18182317,10,672425052,Kiwi
18182317,10,669482979,Lemon
18182317,10,672425052,Lemon
18182731,2,671274150,Orange
18182731,1,671274150,Nectarine
18182731,1,671274150,Devil Fruit
18182731,1,671274150,Nuwe Fruit
18182737,2,677108799,Apple
18182737,2,677108799,Banana
18182737,2,677108799,Lemon
18182737,2,677108799,Pomegranate
18182737,2,677108799,Grape
18183385,3,669195293,Coconut
18183385,10,669195293,Banana
18183385,2,669195293,Nuwe Fruit
18183409,1,675889986,Strawberry
18183409,2,675889986,Lemon
18183944,18,676673346,Lemon
18183944,2,676673346,Cheery
18184991,19,668696080,Lemon
18184991,1,668696080,Grape
18185075,1,673147324,Apple
18185075,1,673147324,Grape
18185075,20,673147324,Cheery
18185277,6,670510628,Kiwi
18185277,6,670510628,Orange
18185277,1,670510628,Kiwi
18185277,6,670510628,Pear
18185277,1,670510628,Lemon
18186100,2,672907820,Plum
18186100,2,672907820,Blueberry
18186100,2,672907820,Apple
18186100,3,672907820,Mango
18186100,2,672907820,Coconut
18186100,2,672907820,Melon
18186100,1,672907820,Watermelon
18186100,3,672907820,Orange
18186100,2,672907820,Orange
18186100,3,672907820,Banana
18186100,2,672907820,Lemon
18186100,1,672907820,Pear
18186100,2,672907820,Devil Fruit
18186100,3,672907820,Nuwe Fruit
18186100,3,672907820,Pineapple
18186100,2,672907820,Strawberry
18187479,6,668683829,Coconut
18187479,6,668683829,Banana
18187479,6,668683829,Pear
18187479,8,668683829,Lemon
18187479,6,668683829,Cheery
18187479,8,668683829,Lemon
18187613,10,677937322,Kiwi
18187613,10,677937322,Lemon
18188324,1,673547037,Mango
18188324,2,673547037,Apple
18188324,1,673547037,Papaya
18188324,18,673547037,Kiwi
18188324,3,673547037,Orange
18188324,6,672185185,Kiwi
18188324,2,673547037,Lemon
18188324,1,673547037,Grape
18188324,2,673547037,Pomegranate
18190301,3,674347822,Kiwi
18190301,4,674347822,Orange
18190301,3,674347822,Banana
18190301,3,674347822,Pear
18190301,3,674347822,Cheery
18190301,4,674347822,Nuwe Fruit
18190377,2,677109867,Lemon
18190377,9,677109867,Kiwi
18190377,9,677109867,Cheery
18190722,5,674571862,Banana
18190722,5,674571862,Apple
18190722,5,674571862,Plum
18190722,5,674571862,Mango
18190722,5,674571862,Orange
